Operating Unit	Country Name	Planning Cycle	Implementation Year	Mechanism ID	Mechanism Name	Funding Agency	Partner Name	Award Number	Start Date	End Date	Procurement Type	Record Type	GAP	GHP-State	GHP-USAID	Total New Funding Sources	Applied Pipeline Amount	Total Planned Funding	CIRC	HBHC	HKID	HLAB	HMBL	HMIN	HTXD	HTXS	HVAB	HVCT	HVMS	HVOP	HVSI	IDUP	MTCT	OHSS	PDCS	PDTX	HVTB	Gender: Preventing and Responding to Gender-based Violence (GBV)	Water	Prevention among Adolescent Girls & Young Women	Condoms: Commodities	"Condoms: Policy, Tools, and Service Delivery"	Construction	Economic Strengthening	Education	Food and Nutrition: Commodities	"Food and Nutrition: Policy, Tools, and Service Delivery"	Gender: Gender Equality	Human Resources for Health	Key Populations: MSM and TG	Key Populations: SW	Motor Vehicles: Leased	Motor Vehicles: Purchased	Renovation
Haiti	Haiti	2019 COP	FY 2020	81657	Centre Haitien pour le Renforcement du System de Sante - CHARESS	HHS/CDC	Centre Haitien pour le Renforcement du Systeme de Sante	GH002226	9/30/2019 4:00	9/29/2023 4:00	Cooperative Agreement	Implementing Mechanism		1432900		1432900	750000	2182900	0	146993	0	0	0	0	0	786003	8000	90000	0	8000	51168	0	42750	30000	65496	102245	102245																	
Haiti	Haiti	2019 COP	FY 2020	10639	GHSC-PSM	USAID/WCF	"Chemonics International, Inc."	AIDOAAI1500004AIDOAATO1500007	1/11/2016 5:00	11/28/2020 5:00	Contract	Implementing Mechanism		20857613		20857613		20857613	0	0	0	2924369	0	0	9545246	2848432	0	754297	0	0	871435	0	0	3913834	0	0	0		363806															
Haiti	Haiti	2019 COP	FY 2020	18625	Strategic Health Information System (HIS) Program	USAID	"DAI Global, LLC"	AID521A1700008			Contract	Implementing Mechanism	0	500000	0	500000	0	500000	0	0	0	0	0	0	0	0	0	0	0	0	304000	0	0	0	0	0	196000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haiti	Haiti	2019 COP	FY 2020	18018	Linkages	USAID	FHI Development 360 LLC	AIDOAAA1400045	6/11/2014 4:00	12/30/2021 5:00	Cooperative Agreement	Implementing Mechanism	0	827217	0	827217	586793	1414010	0	290208	0	0	0	0	0	290207	0	0	0	147867	0	0	0	0	0	0	98935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haiti	Haiti	2019 COP	FY 2020	81664	Meeting Targets and Maintaining Epidemic Control (EpiC)	USAID	Family Health International	7200AA19CA00002	4/15/2019 4:00	4/14/2024 4:00	Cooperative Agreement	Implementing Mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haiti	Haiti	2019 COP	FY 2020	18270	FOSREF 1925	HHS/CDC	Fondation Pour La Sante Reproductrice et  l'Education Familiale	6NU2GGH0019250201			Contract	Implementing Mechanism		1613686		1613686	600000	2213686	0	365874	0	0	0	0	0	643488	0	265298	0	148927	0	0	0	0	0	0	190099	20174												614006	568414			
Haiti	Haiti	2019 COP	FY 2020	81671	Epidemic Control among Priority Populations	USAID	Fondation Serovie	72052120CA00004	2/3/2020 5:00	2/2/2023 5:00	Grant	Implementing Mechanism	0	2526434	0	2526434	309556	2835990	0	531972	0	0	0	0	0	746972	0	653651	0	287133	0	0	0	170000	0	0	136706	225000	0	0	0	140000	0	0	0	0	0	0	0	960000	960000	0	225000	0
Haiti	Haiti	2019 COP	FY 2020	81660	Georgetown University - TIDE	HHS/CDC	Georgetown University (the) 	GH002214	9/30/2019 4:00	9/29/2024 4:00	Cooperative Agreement	Implementing Mechanism		6200000		6200000		6200000	0	0	0	0	0	0	0	5270000	0	930000	0	0	0	0	0	0	0	0	0																	
Haiti	Haiti	2019 COP	FY 2020	14761	HTW (Health Through Walls)	USAID	"HEALTH THROUGH WALLS, INC."	72052118CA00002			Contract	Implementing Mechanism	0	1150000	0	1150000	100000	1250000	0	0	0	110000	0	0	0	282500	0	330000	0	270000	0	0	0	0	0	22500	135000	0	50000	0	0	40000	0	0	0	0	0	0	0	0	0	0	0	0
Haiti	Haiti	2019 COP	FY 2020	81667	Switch U=U	USAID	Institut Panos	72052120CA00007	3/6/2020 5:00	9/30/2020 4:00	Cooperative Agreement	Implementing Mechanism	0	500000	0	500000	0	500000	0	0	0	0	0	0	0	425000	0	75000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haiti	Haiti	2019 COP	FY 2020	81665	BRIDGE	USAID	Institut pour la Sante la Population et le Developpement	72052120CA00003	12/10/2019 5:00	12/9/2022 5:00	Grant	Implementing Mechanism	0	3251440	0	3251440	0	3251440	0	50000	0	0	0	0	0	2338725	0	862715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haiti	Haiti	2019 COP	FY 2020	18266	GHESKIO 1924	HHS/CDC	Les Centres GHESKIO	NU2GGH001924			Contract	Implementing Mechanism		3997983		3997983	489000	4486983	0	827307	188800	0	0	0	0	1569070	25000	80000	0	20000	0	0	209157	0	182300	342022	554327	54812		64000				70000										
Haiti	Haiti	2019 COP	FY 2020	12692	MSPP/UGP (National AIDS Strategic Plan)	HHS/CDC	MOH BUILDING AND STRENGTHENING HAITI'S NATIONAL PLAN FOR PREVENTION	5NU2GGH001643			Contract	Implementing Mechanism		13341840		13341840	2700000	16041840	0	1512511	2156000	0	0	0	0	4872300	10000	933541	0	0	302000	0	659046	760000	362130	563296	1211016	10000		80000				320000	919962									
Haiti	Haiti	2019 COP	FY 2020	70102	HEALTH LEADERSHIP PROJECT	USAID	"Management Sciences For Health, Inc."	72052119CA00004	5/2/2019 4:00	2/1/2024 5:00	Grant	Implementing Mechanism	0	0	0	0	300000	300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haiti	Haiti	2019 COP	FY 2020	18047	NASTAD 1525	HHS/CDC	National Alliance of State	NU2GGH00152503			Contract	Implementing Mechanism		178119		178119	15000	193119	0	0	0	0	0	0	0	114854	0	0	0	0	63265	0	0	0	0	0	0																	
Haiti	Haiti	2019 COP	FY 2020	18267	PIH 1926	HHS/CDC	"Partners In Health, A Nonprofit Corporation"	5NU2GGH0011926			Contract	Implementing Mechanism		4211723		4211723	500000	4711723	0	589170	1004922	0	0	0	0	1208810	104412	285461	0	0	0	0	204853	0	147730	265581	400784	10000		96200				324880	324880									
Haiti	Haiti	2019 COP	FY 2020	81666	Switch Campaign	USAID	PubliGestion SA	72052120CA00008	2/19/2020 5:00	9/30/2020 4:00	Cooperative Agreement	Implementing Mechanism	0	250000	0	250000	0	250000	0	0	0	0	0	0	0	212500	0	37500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haiti	Haiti	2019 COP	FY 2020	18425	EQUIP	USAID	RIGHT TO CARE	AIDOAAA1500070			Cooperative Agreement	Implementing Mechanism	0	0	0	0	200000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haiti	Haiti	2019 COP	FY 2020	70105	GHSC-RTK	USAID/WCF	Remote Medicine Inc.	AIDOAAI1500002AIDOAATO1500004			Contract	Implementing Mechanism		1074227		1074227		1074227	0	0	0	0	0	0	0	0	0	1074227	0	0	0	0	0	0	0	0	0																	
Haiti	Haiti	2019 COP	FY 2020	Redacted as the Mechanism is to be determined	Redacted as the Mechanism is to be determined	HHS/CDC	TBD	TBDawardHHSCDC				Implementing Mechanism		0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Haiti	Haiti	2019 COP	FY 2020	Redacted as the Mechanism is to be determined	Redacted as the Mechanism is to be determined	USAID	TBD	TBDawardUSAID				Implementing Mechanism	0	1000000	0	1000000	0	1000000	0	0	0	0	0	0	0	850000	0	150000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haiti	Haiti	2019 COP	FY 2020	18086	MEASURE Evaluation Phase IV	USAID	The University of North Carolina at Chapel Hill	AIDOAAL1400004	7/1/2014 4:00	6/28/2019 4:00	Cooperative Agreement	Implementing Mechanism	0	0	0	0	103651	103651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haiti	Haiti	2019 COP	FY 2020	81661	Columbia University - ICAP	HHS/CDC	Trustees Of Columbia University In The City Of New York	GH002216	9/30/2019 4:00	9/29/2024 4:00	Cooperative Agreement	Implementing Mechanism		3700000		3700000		3700000	0	0	0	0	0	0	0	3145000	0	555000	0	0	0	0	0	0	0	0	0																	
Haiti	Haiti	2019 COP	FY 2020	16856	ITECH 1331	HHS/CDC	UNIVERSITY OF WASHINGTON	GH001130			Contract	Implementing Mechanism		0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												0					
Haiti	Haiti	2019 COP	FY 2020	81656	University of Washington	HHS/CDC	UNIVERSITY OF WASHINGTON	GH002160	9/30/2018 4:00	9/29/2023 4:00	Cooperative Agreement	Implementing Mechanism		367100		367100		367100	0	73420	0	0	0	0	0	128485	0	0	0	0	0	0	18355	0	36710	55065	55065																	
Haiti	Haiti	2019 COP	FY 2020	101065	Management and Operations	State						Management and Operations		192698		192698	16667	209365	0	0	0	0	0	0	0	0	0	0	192698	0	0	0	0	0	0	0	0																	
Haiti	Haiti	2019 COP	FY 2020	102065	Management and Operations	USAID						Management and Operations	0	3683843	0	3683843	430032	4113875	0	368060	269655	38285	0	0	74696	188366	0	58269	1914313	180202	90038	0	38462	266966	66591	73125	56815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haiti	Haiti	2019 COP	FY 2020	109065	Management and Operations	HHS/CDC						Management and Operations	987500			987500	5112499	6099999	0	130950	25759	85869	0	0	0	156716	0	23614	287668	8586	40787	0	34347	0	87156	88875	17173																	
Kenya	Kenya	2019 COP	FY 2020	14022	APHIAplus Imarisha	USAID	AFRICAN MEDICAL & RESEARCH FOUNDATION	AID623A1200015			Contract	Implementing Mechanism	0	42155	0	42155	0	42155	0	0	0	0	0	0	0	42155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kenya	Kenya	2019 COP	FY 2020	17947	Implementation of Sustainable Laboratory Quality Systems	HHS/CDC	AFRICAN MEDICAL & RESEARCH FOUNDATION	NU2GGH001373			Contract	Implementing Mechanism		40000		40000	384095	424095	0	0	0	0	0	40000	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Kenya	Kenya	2019 COP	FY 2020	18509	AMREF Nairobi Kitui	HHS/CDC	AFRICAN MEDICAL & RESEARCH FOUNDATION	NU2GGH001960			Contract	Implementing Mechanism		246399		246399	1251091	1497490	0	0	0	0	0	0	0	246399	0	0	0	0	0	0	0	0	0	0	0																	
Kenya	Kenya	2019 COP	FY 2020	9110	APHL	HHS/CDC	"Association of Public Health Laboratories, Inc. (THE)"	NU2GGH001097	9/30/2014 4:00	3/31/2020 4:00	Cooperative Agreement	Implementing Mechanism					33226	33226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Kenya	Kenya	2019 COP	FY 2020	18505	CHS Shinda	HHS/CDC	CENTRE FOR HEALTH SOLUTIONS	NU2GGH001946			Contract	Implementing Mechanism		6742067		6742067	1985024	8727091	0	0	0	0	0	0	0	5186210	0	0	0	0	0	0	361145	0	0	615601	579111	333413		300000									696508					
Kenya	Kenya	2019 COP	FY 2020	18507	CHS Tegemeza Plus	HHS/CDC	CENTRE FOR HEALTH SOLUTIONS	NU2GGH002024			Contract	Implementing Mechanism		2700240		2700240	519547	3219787	0	0	0	58328	0	0	0	1714936	0	0	0	341030	0	0	206591	0	0	200835	178520	80482		380000										201162	139868			
Kenya	Kenya	2019 COP	FY 2020	18508	CHS Naishi	HHS/CDC	CENTRE FOR HEALTH SOLUTIONS	NU2GGH001961			Contract	Implementing Mechanism		5725355		5725355	1707293	7432648	0	0	0	85286	0	0	0	3922518	0	0	0	638093	0	0	152817	0	0	490574	436067	252435		500000										290394	347699			
Kenya	Kenya	2019 COP	FY 2020	18678	TB - ARC II	USAID	CENTRE FOR HEALTH SOLUTIONS	72061518CA00004	9/21/2018 4:00	9/20/2023 4:00	Cooperative Agreement	Implementing Mechanism	0	610224	0	610224	289776	900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	610224	0	0	300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kenya	Kenya	2019 COP	FY 2020	13882	Integrated Program for both HIV infected and affected children and their households	USAID	CHILDREN OF GOD RELIEF INSTIT UTE LTD	AID623A1300001			Contract	Implementing Mechanism	0	2787871	0	2787871	0	2787871	0	0	1247807	0	0	0	0	274191	600000	308896	0	300000	0	0	818	0	0	29733	26426	167341	0	6677	0	1596	0	55438	46198	0	0	0	0	0	0	0	0	0
Kenya	Kenya	2019 COP	FY 2020	18283	CASE - OVC	USAID	CHRISTIAN AID	AID615A1700002			Contract	Implementing Mechanism	0	5833767	0	5833767	0	5833767	0	0	5008204	0	0	0	0	0	709883	0	0	115680	0	0	0	0	0	0	0	66949	0	249876	0	4285	0	93798	133431	0	0	25712	0	0	0	0	0	0
Kenya	Kenya	2019 COP	FY 2020	18511	CHAK CHAP Uzima	HHS/CDC	CHRISTIAN HEALTH ASSOCIATION  OF KENYA	GH002034			Contract	Implementing Mechanism		7961260		7961260	639104	8600364	0	0	467705	0	0	0	0	4934125	626773	243404	0	498750	0	0	298234	0	0	472378	419891	112849		271147														
Kenya	Kenya	2019 COP	FY 2020	18215	Coptic Hospitals	HHS/CDC	COPTIC ORTHODOX CHURCH	GH001956			Contract	Implementing Mechanism		5145591		5145591		5145591	0	0	327861	0	0	0	0	1595788	598620	485400	0	1732396	0	0	73129	0	0	295200	37197			1308452														
Kenya	Kenya	2019 COP	FY 2020	18217	Ngima for Sure	HHS/CDC	COUNTY DIRECTOR OF HEALTH SIA YA	5NU2GGH001959			Contract	Implementing Mechanism					1263220	1263220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Kenya	Kenya	2019 COP	FY 2020	18284	Mwendo	USAID	Catholic Relief Services - United States Conference Of Catholic Bishops	AID615A1700003			Contract	Implementing Mechanism	0	18641905	0	18641905	6493368	25135273	0	0	13740253	0	0	0	0	0	1873440	0	0	3028212	0	0	0	0	0	0	0	663998	0	2756837	0	19077	0	422763	655493	0	0	125355	0	0	0	0	0	0
Kenya	Kenya	2019 COP	FY 2020	18281	Kenya Supply Chain System Strengthening	USAID	"Chemonics International, Inc."	AID615TO1600011			Contract	Implementing Mechanism	0	563237	0	563237	0	563237	0	0	0	0	0	0	0	268175	0	0	0	0	0	0	0	295062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kenya	Kenya	2019 COP	FY 2020	11406	Community Grants Program	State/AF	DEPARTMENT OF STATE	StateAFSmallGrants			Grant	Implementing Mechanism		1027424		1027424		1027424	0	0	155000	0	0	0	0	277183	0	175000	0	420241	0	0	0	0	0	0	0	96577		33423														
Kenya	Kenya	2019 COP	FY 2020	18515	Faith-Based Sites in the Eastern Slums of Nairobi	HHS/CDC	EASTERN DEANERY AIDS RELIEF	GH001957			Contract	Implementing Mechanism		6905155		6905155	158289	7063444	561793	0	119279	0	0	0	0	4644190	335727	270096	0	213826	0	0	152051	0	0	346523	261670	190854		1110000									2727268					
Kenya	Kenya	2019 COP	FY 2020	18203	EGPAF Timiza	HHS/CDC	Elizabeth Glaser Pediatric Aids Foundation	6NU2GGH0019480202			Contract	Implementing Mechanism		9426012		9426012	2670674	12096686	0	0	756786	0	0	0	0	6536785	0	124628	0	0	0	0	668436	0	0	709082	630295	423642		580000									1030646					
Kenya	Kenya	2019 COP	FY 2020	14009	Kenya Nutrition and HIV Program Plus	USAID	FHI Development 360 LLC	AID615H1500001			Contract	Implementing Mechanism	0	1423182	0	1423182	0	1423182	0	0	0	0	0	0	0	1423182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kenya	Kenya	2019 COP	FY 2020	17951	Implementation of Sustainable Laboratory Quality Systems	HHS/CDC	Family Health International	GH001388			Contract	Implementing Mechanism		70000		70000	175886	245886	0	0	0	0	0	70000	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Kenya	Kenya	2019 COP	FY 2020	18495	Afya Nyota ya Bonde	USAID	Family Health International	72061518C00002			Contract	Implementing Mechanism	0	4947433	0	4947433	3617101	8564534	28353	0	0	65446	0	0	0	1616939	0	870857	0	660229	0	0	701468	48743	0	604768	350630	782740	0	130928	0	6227	0	0	0	0	0	0	0	0	0	0	0	0
Kenya	Kenya	2019 COP	FY 2020	81723	Meeting Targets and Maintaining Epidemic Control (EpiC)	USAID	Family Health International	7200AA19CA00002	4/15/2019 4:00	4/14/2024 4:00	Cooperative Agreement	Implementing Mechanism	0	623565	0	623565	0	623565	0	0	0	0	0	0	0	312911	0	56384	0	254270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kenya	Kenya	2019 COP	FY 2020	17954	Implementation of Sustainable Laboratory Quality Systems	HHS/CDC	GLOBAL IMPLEMENTATION SOLUTIONS 	GH001374			Contract	Implementing Mechanism		108437		108437	440375	548812	0	0	0	0	0	40000	0	0	0	0	0	68437	0	0	0	0	0	0	0			68437														
Kenya	Kenya	2019 COP	FY 2020	16687	Kenya Prison Services	HHS/CDC	HEALTH STRAT LIMITED	5NU2GGH001157			Contract	Implementing Mechanism					1345141	1345141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Kenya	Kenya	2019 COP	FY 2020	70108	TBD - South Rift Valley	DOD	"Henry M. Jackson Foundation For The Advancement Of Military Medicine, Inc., The "	W81XWH1820040	9/30/2018 7:00	9/30/2023 7:00	Cooperative Agreement	Implementing Mechanism		7425314		7425314	1112885	8538199	473671	0	880781	0	0	0	0	3829390	0	637763	0	397851	0	0	587618	18690	0	317409	282141								262400				589035					
Kenya	Kenya	2019 COP	FY 2020	70109	TBD - Kisumu West	DOD	"Henry M. Jackson Foundation For The Advancement Of Military Medicine, Inc., The "	W81XWH1820040	9/30/2018 7:00	9/30/2023 7:00	Cooperative Agreement	Implementing Mechanism		2732374		2732374	170199	2902573	405622	0	410988	0	0	0	0	996911	94203	124077	0	555187	0	0	49823	0	0	95563	0			730174					32000				188521					
Kenya	Kenya	2019 COP	FY 2020	70110	TBD - Kenya Defence Forces	DOD	"Henry M. Jackson Foundation For The Advancement Of Military Medicine, Inc., The "	W81XWH1820040	9/30/2018 7:00	9/30/2023 7:00	Cooperative Agreement	Implementing Mechanism		564121		564121	412318	976439	41226	0	8027	0	0	0	0	400096	0	26143	0	30216	0	0	18983	0	0	39430	0								8027									
Kenya	Kenya	2019 COP	FY 2020	18514	HWWK Nairobi Eastern	HHS/CDC	Hope Worldwide Kenya	GH001965			Contract	Implementing Mechanism		2743163		2743163		2743163	0	0	262576	0	0	0	0	186418	306187	0	0	1987982	0	0	0	0	0	0	0			2153777										208710	194258			
Kenya	Kenya	2019 COP	FY 2020	18208	IRDO Tuungane 3	HHS/CDC	IMPACT RESEARCH AND DEVELOPMENT ORGANISATION	NU2GGH001963			Contract	Implementing Mechanism		3263908		3263908	946921	4210829	0	0	389748	0	0	0	0	0	454480	0	0	2419680	0	0	0	0	0	0	0			3233813														
Kenya	Kenya	2019 COP	FY 2020	17709	HRH Kenya	USAID	"INTRAHEALTH INTERNATIONAL, INC."	AID615A1600010			Contract	Implementing Mechanism	0	1458013	0	1458013	0	1458013	0	0	0	0	0	0	0	427000	0	0	0	0	0	0	0	1031013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1458013	0	0	0	0	0
Kenya	Kenya	2019 COP	FY 2020	17718	Afya Jijini	USAID	"Interchurch Medical Assistance, Inc."	AID615C1500002			Contract	Implementing Mechanism	0	3767412	0	3767412	4216738	7984150	85060	43107	102485	0	0	0	0	543375	329768	1009068	0	1144710	0	0	162379	0	0	183951	163509	568682	150000	1082858	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kenya	Kenya	2019 COP	FY 2020	17956	VMMC QA Support	HHS/CDC	JHPIEGO CORPORATION	GH001469			Cooperative Agreement	Implementing Mechanism					154972	154972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Kenya	Kenya	2019 COP	FY 2020	18496	Afya Kamilisha	USAID	JHPIEGO CORPORATION	72061518C00001			Contract	Implementing Mechanism	0	6504728	0	6504728	0	6504728	0	45648	489731	0	0	0	0	2948082	0	427678	0	1684649	0	0	355650	35284	0	274238	243768	283730	0	1946022	0	703	0	0	0	0	0	0	0	0	0	0	0	0
Kenya	Kenya	2019 COP	FY 2020	85192	"Reaching Impact, Saturation and Epidemic Control (RISE)"	USAID	JHPIEGO CORPORATION	7200AA19CA00003				Implementing Mechanism	0	400000	0	400000	0	400000	0	0	0	0	0	0	0	400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kenya	Kenya	2019 COP	FY 2020	18206	KCCB KARP	HHS/CDC	KENYA EPISCOPAL CONFERENCE	GH002035			Contract	Implementing Mechanism		12023179		12023179	698845	12722024	140000	0	244550	0	0	0	0	6576273	996526	1319986	0	1136113	0	0	275503	0	0	706356	627872	463527		1092915									4004015					
Kenya	Kenya	2019 COP	FY 2020	13701	KEMSA Medical Commodities Program	USAID	KENYA MEDICAL SUPPLIES AUTHOR ITY	AID615C1500003			Contract	Implementing Mechanism	0	7138432	35000000	42138432	31502386	73640818	0	0	0	0	0	0	25233366	16905066	0	0	0	0	0	0	0	0	0	0	0	0	0	500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kenya	Kenya	2019 COP	FY 2020	18209	LVCT Daraja	HHS/CDC	Liverpool Vct Care And Treatm ent	GH001966	9/30/2016 4:00	9/29/2021 4:00	Cooperative Agreement	Implementing Mechanism		2347145		2347145	1643073	3990218	0	0	267788	0	0	0	0	0	245784	0	0	1833573	0	0	0	0	0	0	0			2347145														
Kenya	Kenya	2019 COP	FY 2020	18513	LVCT Steps	HHS/CDC	Liverpool Vct Care And Treatm ent	GH001964	9/30/2016 4:00	9/29/2021 4:00	Cooperative Agreement	Implementing Mechanism		4448473		4448473	429577	4878050	0	0	403200	0	0	0	0	655396	198051	292546	0	2899280	0	0	0	0	0	0	0			3184955										147129	39771			
Kenya	Kenya	2019 COP	FY 2020	17945	mHealth	HHS/CDC	MHEALTH KENYA LTD	GH001519			Contract	Implementing Mechanism					500000	500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Kenya	Kenya	2019 COP	FY 2020	18213	Partnership with MOH on HIV/AIDS and TB Programs	HHS/CDC	MINISTRY OF PUBLIC HEALTH AND SANITATION	GH001953			Contract	Implementing Mechanism					1128535	1128535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Kenya	Kenya	2019 COP	FY 2020	14012	AMPATHplus	USAID	MOI TEACHING AND REFERRAL HOSPITAL	AID615A1200001			Contract	Implementing Mechanism	0	21381681	0	21381681	2205890	23587571	0	693391	558318	87184	0	0	0	11554237	0	2745204	0	905631	500000	0	1669380	0	0	1412649	1255687	0	0	3500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kenya	Kenya	2019 COP	FY 2020	18516	Bomu Hospital Affiliated Sites	HHS/CDC	Mkomani Clinic Society	GH001958	9/30/2016 4:00	9/29/2021 4:00	Cooperative Agreement	Implementing Mechanism		3089363		3089363	148894	3238257	0	0	303288	0	0	0	0	1460700	106641	70350	0	707567	0	0	77540	0	0	192323	170954	95474		1256619										29055	49987			
Kenya	Kenya	2019 COP	FY 2020	17711	Implementation and expansion of blood safety	HHS/CDC	National Blood Transfusion Se rvices	NU2GGH001562			Contract	Implementing Mechanism					200000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Kenya	Kenya	2019 COP	FY 2020	18494	Afya Ziwani	USAID	PATH	AID615C1700002			Contract	Implementing Mechanism	0	5158775	0	5158775	1872074	7030849	0	0	290225	14067	0	0	0	242952	0	222048	0	4239400	0	0	32947	35284	0	38466	43386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kenya	Kenya	2019 COP	FY 2020	13868	Health Communication & Marketing (HCM)	USAID	POPULATION SERVICES KENYA	AID615A1600005			Contract	Implementing Mechanism	0	215332	0	215332	412535	627867	0	60000	0	0	0	0	0	11046	0	21075	0	0	0	0	59890	0	0	12346	50975	3336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kenya	Kenya	2019 COP	FY 2020	7139	HP Plus	USAID	"Palladium International, LLC"	AIDOAAA1500051			Contract	Implementing Mechanism	0	1214725	0	1214725	0	1214725	0	0	0	0	0	0	0	590068	0	0	0	0	0	0	0	624657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kenya	Kenya	2019 COP	FY 2020	17958	Afyainfo National Mechanism Follow on (HIGDA)	USAID	"Palladium International, LLC"	AID615A1600007			Contract	Implementing Mechanism	0	334000	0	334000	0	334000	0	0	0	0	0	0	0	334000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kenya	Kenya	2019 COP	FY 2020	18214	Health Information Systems Innovations	HHS/CDC	"Palladium International, LLC"	GH001955			Contract	Implementing Mechanism					3144243	3144243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Kenya	Kenya	2019 COP	FY 2020	18318	County Measurement Learning & Accountability Project (CMLAP)	USAID	"Palladium International, LLC"	AID615A1600006			Contract	Implementing Mechanism	0	1898600	0	1898600	0	1898600	0	0	500000	0	0	0	0	0	0	0	0	0	1398600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kenya	Kenya	2019 COP	FY 2020	18499	County Measurement Learning & Accountability Project (CMLAP) 2	USAID	"Palladium International, LLC"	72061518CA00001			Contract	Implementing Mechanism	0	103000	0	103000	0	103000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kenya	Kenya	2019 COP	FY 2020	17719	Afya Pwani	USAID	Pathfinder International	AID615C1600002			Contract	Implementing Mechanism	0	5838346	0	5838346	3782992	9621338	0	161122	144411	0	0	0	0	1613968	0	820153	0	2302887	70766	0	629522	57160	0	18975	19382	812761	150000	2014766	0	4745	0	0	0	0	0	0	0	0	0	0	0	0
Kenya	Kenya	2019 COP	FY 2020	17707	Nilinde Project	USAID	"Plan International USA, Inc."	AID615A1500005			Contract	Implementing Mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kenya	Kenya	2019 COP	FY 2020	17960	Avenir Health	USAID	"Population Council, Inc., The"	AIDOAAA1400060	9/15/2014 4:00	9/14/2019 4:00	Cooperative Agreement	Implementing Mechanism	0	56251	0	56251	0	56251	0	0	0	0	0	0	0	56251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
